,operation_name,Address,Zip,en_intensity_ekWh_sqft,lat,lng,dim_operation_type,dim_City,dim_organization,tot_floor_area_ft2
10922,VN-Vaughan Campus,"1490 Major Mackenzie Drive West, Unit D5",L6A4H6,33.410487215777195,43.8613968,-79.487175,6,949,408,3047.0
10923,JN-Jane Campus,21 Beverly Hill Drive,M3L1A2,32.752209300436604,43.718269299999996,-79.50984190000001,6,831,408,6478.0
10924,JN-Jane Campus,21 Beverly Hill Drive,M3L1A2,32.752209300436604,43.718269299999996,-79.50984190000001,24,831,408,10060.0
10925,MK-Markham Campus,8 The Seneca Way,L3R5Y1,32.248843774966105,43.849853499999995,-79.36526490000001,24,510,408,20821.0
10926,MK-Markham Campus,8 The Seneca Way,L3R5Y1,32.248843774966105,43.849853499999995,-79.36526490000001,4,510,408,2553.0
10927,MK-Markham Campus,8 The Seneca Way,L3R5Y1,32.248843774966105,43.849853499999995,-79.36526490000001,6,510,408,87839.0
10928,KG-King Campus -KOLTS Day Care,13990 Dufferin Street,L7B1B3,32.147434994258596,43.9555092,-79.5100937,6,676,408,1831.0
10929,KG-King Campus -KOLTS Day Care,13990 Dufferin Street,L7B1B3,32.147434994258596,43.9555092,-79.5100937,24,676,408,415.0
10930,BT-Buttonville Campus,"2833 16th Avenue, P.O. Box 190",L3R0P8,30.7758020130863,43.8657792,-79.36969529999998,24,510,408,17906.0
10931,BT-Buttonville Campus,"2833 16th Avenue, P.O. Box 190",L3R0P8,30.7758020130863,43.8657792,-79.36969529999998,6,510,408,2759.0
10932,KG-King Campus -Animal Health Building,13990 Dufferin Street,L7B1B3,28.5877575163553,43.9555092,-79.5100937,24,676,408,9072.0
10933,KG-King Campus -Animal Health Building,13990 Dufferin Street,L7B1B3,28.5877575163552,43.9555092,-79.5100937,6,676,408,8726.0
10934,KG-King Campus Residence,13980 Dufferin Street,L7B1L7,28.4298070889541,43.9553795,-79.5100632,18,676,408,72816.0
10935,NH-Newnham Campus - Building C,1750 Finch Avenue East,M2J2X5,27.8547581151238,43.7962753,-79.34816479999998,6,831,408,15612.0
10936,NH-Newnham Campus - Building C,1750 Finch Avenue East,M2J2X5,27.8547581151238,43.7940331,-79.3493652,24,831,408,12082.0
10937,NH-Newnham Campus - Building D,1750 Finch Avenue East,M2J2X5,27.8547581151238,43.7962753,-79.34816479999998,6,831,408,72214.0
10938,NH-Newnham Campus - Building D,1750 Finch Avenue East,M2J2X5,27.8547581151238,43.7940331,-79.3493652,24,831,408,18631.0
10939,NH-Newnham Campus - Building G,1750 Finch Avenue East,M2J2X5,24.878656028691395,43.7940331,-79.3493652,4,831,408,59218.0
10940,NH-Newnham Campus - Building G,1750 Finch Avenue East,M2J2X5,24.878656028691395,43.7940331,-79.3493652,6,831,408,15175.0
10941,KG-King Campus -Portables,13990 Dufferin Street,L7B1B3,23.662806609099693,43.9552522,-79.51925589999998,6,676,408,7921.0
10942,KG-King Campus -Farm Office-Environmental Landscape Management,13991 Dufferin Street,L7B1B3,22.814088765341893,43.95821760000001,-79.51035309999997,6,676,408,466.0
10943,NM-Newmarket Campus,"16655 Yonge St., Unit 3",L3X1V6,22.2537199373713,44.033779100000004,-79.475296,24,31,408,2829.0
10944,NM-Newmarket Campus,"16655 Yonge St., Unit 3",L3X1V6,22.2537199373712,44.033779100000004,-79.475296,6,31,408,3663.0
10945,NH-Newnham Campus Residence,1760 Finch Avenue East,M2J5G3,22.113631827457,43.794136,-79.3488998,6,831,408,8073.0
10946,NH-Newnham Campus Residence,1760 Finch Avenue East,M2J5G3,22.113631827457,43.794136,-79.3488998,18,831,408,323083.0
10947,KG-King Campus -Garriock Hall,13990 Dufferin Street,L7B1B3,21.373330190977896,43.9555092,-79.5100937,4,676,408,6950.0
10948,KG-King Campus -Garriock Hall,13990 Dufferin Street,L7B1B3,21.373330190977896,43.9555092,-79.5100937,6,676,408,70351.0
10949,KG-King Campus -Garriock Hall,13990 Dufferin Street,L7B1B3,21.373330190977896,43.9552522,-79.51925589999998,24,676,408,10800.0
10950,SY-Seneca @ York-SEQ Building,70 The Pond Road,M3J3M6,21.2121841600965,43.7712784,-79.4988098,4,831,408,16048.0
10951,SY-Seneca @ York-SEQ Building,70 The Pond Road,M3J3M6,21.2121841600965,43.7712784,-79.4988098,6,831,408,108123.0
10952,SY-Seneca @ York-SEQ Building,70 The Pond Road,M3J3M6,21.2121841600965,43.7712784,-79.4988098,24,831,408,48562.0
10953,KG-King Campus -Eaton Hall,13990 Dufferin Street,L7B1B3,20.8845777721143,43.9555092,-79.5100937,6,676,408,9524.0
10954,NH-Newnham Campus - Building A,1750 Finch Avenue East,M2J2X5,18.7635449268923,43.7940331,-79.3493652,6,831,408,130296.0
10955,NH-Newnham Campus - Building A,1750 Finch Avenue East,M2J2X5,18.7635449268923,43.7940331,-79.3493652,24,831,408,47660.0
10956,NH-Newnham Campus - Building B,1750 Finch Avenue East,M2J2X5,18.763544926892198,43.7962753,-79.34816479999998,6,831,408,76933.0
10957,NH-Newnham Campus - Building B,1750 Finch Avenue East,M2J2X5,18.763544926892198,43.7940331,-79.3493652,24,831,408,7657.0
10958,NH-Newnham Campus - Building E,1750 Finch Avenue East,M2J2X5,16.0031022795253,43.7940331,-79.3493652,6,831,408,20683.0
10959,NH-Newnham Campus - Building F,1750 Finch Avenue East,M2J2X5,16.0031022795253,43.7940331,-79.3493652,6,831,408,14430.0
10960,KG-King Campus - McCutcheon Island-Rec Island Offices,13990 Dufferin Street,L7B1B3,15.3796459651953,43.9555092,-79.5100937,6,676,408,730.0
10961,SY-Seneca @ York-TEL Building,80 The Pond Road,M3J3M6,14.5732766331281,43.7705688,-79.50039670000002,24,831,408,36925.0
10962,SY-Seneca @ York-TEL Building,80 The Pond Road,M3J3M6,14.5732766331281,43.7705688,-79.50039670000002,6,831,408,51507.0
10963,NH-Newnham Campu - Building L,1750 Finch Avenue East,M2J2X5,13.5089528400845,43.7940331,-79.3493652,6,831,408,9207.0
10964,YG-Yorkgate Campus,1 York Gate Blvd,M3N3A1,13.4028158169996,43.757331799999996,-79.5207748,24,749,408,1779.0
10965,YG-Yorkgate Campus,1 York Gate Blvd,M3N3A1,13.4028158169995,43.7584657,-79.51990500000002,6,749,408,8194.0
10966,KG-King Campus - Sheep & Cow Barn,13990 Dufferin Street,L7B1B3,11.5498835515602,43.9555092,-79.5100937,24,676,408,1442.0
10967,KG-King Campus -McCutcheon Island-Boat House,13991 Dufferin Street,L7B1B3,11.5498835515602,43.95821760000001,-79.51035309999997,6,676,408,206.0
10968,KG-King Campus - McCutcheon Island-Rigging Shop,13991 Dufferin Street,L7B1B3,11.5498835515602,43.95821760000001,-79.51035309999997,24,676,408,966.0
10969,KG-King Campus -Crime Lab,13990 Dufferin Street,L7B1B3,11.549883551560097,43.9555092,-79.5100937,6,676,408,451.0
10970,KG-King Campus - Horse Barn,13990 Dufferin Street,L7B1B3,11.549883551560097,43.9555092,-79.5100937,24,676,408,15105.0
10971,KG-King Campus -Law Lodge,13991 Dufferin Street,L7B1B3,11.549883551560097,43.95821760000001,-79.51035309999997,6,676,408,564.0
10972,KG-King Campus -McCutcheon Island-Underwater Skills Store,13991 Dufferin Street,L7B1B3,11.549883551560097,43.9562161,-79.51678290000002,24,676,408,803.0
10973,KG-King-McCutcheon Island-Tank Storage,13991 Dufferin Street,L7B1B3,11.549883551560097,43.95821760000001,-79.51035309999997,24,676,408,256.0
10974,KG-King Campus -Crime Lab,13990 Dufferin Street,L7B1B3,11.549883551560097,43.9552522,-79.51925589999998,24,676,408,1025.0
10975,KG-King Campus - McCutcheon Island- Pavillion,13991 Dufferin Street,L7B1B3,11.4339471472749,43.95821760000001,-79.51035309999997,6,676,408,162.0
10976,Arena,600 King Street East,K7G2R2,40.5810940226733,44.3361626,-76.1525879,8,1206,391,3294.0
10977,Arena,600 King Street East,K7G2R2,40.6972463767573,44.3361626,-76.1525879,16,1206,391,18666.0
10979,Emergency Services Building,340 Herbert Street,K7G2R2,19.1767064498907,44.3366356,-76.1579666,29,1206,391,8500.0
10980,Emergency Services Building,340 Herbert Street,K7G2R2,19.1767064498907,44.3366356,-76.1579666,25,1206,391,8500.0
10981,Marina Building,21 Bay Street,K7G2R2,245.677142857143,44.3248132,-76.1645461,21,1206,391,140.0
10982,Public Works Garage,665 Charles Street,K7G2R2,24.810684837562103,44.338913,-76.1682968,10,1206,391,10350.0
10983,Public Works Office,665 Charles Street,K7G2R2,13.171619047619,44.338913,-76.1682968,21,1206,391,1050.0
10985,Town Hall,30 King Street East,K7G2R2,19.5684361963282,44.3285255,-76.16446690000002,21,1206,391,4022.0
10987,Davis - Miscellaneous,7899 McLaughlin Road,L6Y5H9,31.22485250124489,43.653762799999996,-79.73979190000001,12,451,430,13358.0
10988,Trafalgar - D wing,1430 Trafalgar Road,L6H2L1,37.7264933941879,43.4686451,-79.69995809999998,12,281,430,28868.0
10989,Trafalgar - Miscellaneous,1430 Trafalgar Road,L6H2L1,37.7248146115227,43.4719582,-79.69770809999999,12,281,430,14359.0
10990,Trafalgar - Annie Smith Building,1430 Trafalgar Road,L6H2L1,37.7349582574206,43.4719582,-79.69770809999999,6,281,430,12819.0
10991,Trafalgar - Student Centre,1430 Trafalgar Road,L6H2L1,37.7239095199388,43.4719582,-79.69770809999999,4,281,430,17276.0
10992,Trafalgar - Residence,1430 Trafalgar Road,L6H2L1,37.7209501877257,43.4719582,-79.69770809999999,18,281,430,116207.0
10993,Trafalgar - HJK Wing,1430 Trafalgar Road,L6H2L1,37.720492582187,43.4719582,-79.69770809999999,6,281,430,89674.0
10994,Trafalgar - Athletic Centre,1430 Trafalgar Road,L6H2L1,37.720370211587294,43.4719582,-79.69770809999999,4,281,430,31301.0
10995,Trafalgar - B Wing,1430 Trafalgar Road,L6H2L1,37.71938478805061,43.4719582,-79.69770809999999,6,281,430,128338.0
10996,Trafalgar - A Wing,1430 Trafalgar Road,L6H2L1,37.7192924087266,43.4719582,-79.69770809999999,6,281,430,113559.0
10997,Trafalgar - E Wing,1430 Trafalgar Road,L6H2L1,37.718986670741295,43.4719582,-79.69770809999999,6,281,430,46144.0
10998,Trafalgar - SCAET,1430 Trafalgar Road,L6H2L1,37.7185552407321,43.4719582,-79.69770809999999,6,281,430,85002.0
10999,Trafalgar - C Wing,1430 Trafalgar Road,L6H2L1,37.7178869238486,43.4719582,-79.69770809999999,6,281,430,77973.0
11000,Trafalgar - G Wing,1430 Trafalgar Road,L6H2L1,37.71713969853529,43.4719582,-79.69770809999999,6,281,430,58814.0
11001,Trafalgar - AA Wing (SOCAD),1430 Trafalgar Road,L6H2L1,37.7155752138689,43.4719582,-79.69770809999999,6,281,430,48405.0
11002,Davis - B Wing,7899 McLaughlin Road,L6Y5H9,31.22485250124489,43.653762799999996,-79.73979190000001,6,451,430,194148.0
11003,Davis - C Wing,7899 McLaughlin Road,L6Y5H9,31.22485250124489,43.653762799999996,-79.73979190000001,6,451,430,72344.0
11004,Davis - H Wing,7899 McLaughlin Road,L6Y5H9,31.22485250124489,43.653762799999996,-79.73979190000001,6,451,430,85648.0
11005,Davis - Student Centre,7899 McLaughlin Road,L6Y5H9,31.22485250124489,43.653762799999996,-79.73979190000001,4,451,430,22496.0
11006,Davis - Residence,7899 McLaughlin Road,L6Y5H9,31.22485250124489,43.653762799999996,-79.73979190000001,18,451,430,120189.0
11007,Davis - M Building,7899 McLaughlin Road,L6Y5H9,31.22485250124489,43.653762799999996,-79.73979190000001,6,451,430,22873.0
11008,Davis - J Wing,7899 McLaughlin Road,L6Y5H9,31.22485250124489,43.653762799999996,-79.73979190000001,6,451,430,69986.0
11009,Skills Training Centre,407 Iroquois Shore Road,L6H1M3,27.01242496233749,43.466140700000004,-79.6839828,6,281,430,87994.0
11010,Hazel McCallion - South Building,4180 Duke of York Blvd,L5B0G5,21.543848798836397,43.59124370000001,-79.6468506,6,277,430,159036.0
11011,Davis - C Wing Addition,7899 McLaughlin Road,L6Y5H9,15.6124262506225,43.653762799999996,-79.73979190000001,6,451,430,46844.0
11012,Adjala Central PS,9091 County Road 1,L0G1L0,14.8460755189995,44.0324402,-79.9541855,13,772,335,32922.0
11013,Admiral Collingwood PS,15 Dey Drive,L9Y4N9,13.9740408716169,44.4862518,-80.2018967,13,1221,335,50796.0
11014,Alcona Glen ES,1310 Innisfil Beach Road,L0L2M0,16.970008421919598,44.324416,-79.61927,13,583,335,71929.0
11015,Algonquin Ridge Elementary School,191 Golden Meadow Road,L4N9N7,15.0324985852774,44.36833950000001,-79.64396670000002,13,499,335,59178.0
11016,Allandale Heights PS,124 Bayview Drive,L4N3P4,15.629386834874499,44.363851200000006,-79.68395459999998,13,499,335,41591.0
11017,Alliston Adult Learning Centre,46 Wellington St.,L9R2B8,11.1818765231932,44.1525608,-79.8709358,13,3,335,5453.0
11018,Alliston Alternative,169 Dufferin Street,L9R1L7,9.26597490427255,44.148151399999996,-79.8623581,13,3,335,5456.0
11019,Alliston Union PS,25 Albert St. W.,L9R1H2,20.0588118403498,44.14996179999999,-79.8686725,13,3,335,51095.0
11020,Andrew Hunter ES,59 Lampman Lane,L4N5G4,16.367478425011402,44.3910217,-79.72695159999998,13,499,335,51694.0
11021,Angus Morrison ES,91 Simcoe Street,L0M1B0,17.078677959344198,44.3208046,-79.8796234,13,46,335,46520.0
11022,Ardagh Bluffs ES,159 Summerset Drive,L4N6H2,12.330828473686099,44.354980499999996,-79.7275391,13,499,335,60568.0
11023,Assikinack PS,226 Little Avenue,L4N6L3,16.0288314562918,44.364692,-79.67168249999997,13,499,335,37536.0
11024,Banting Memorial HS,203 Victoria St. E,L9R1W7,23.569979492119604,44.1558342,-79.8600235,13,3,335,215716.0
11025,Barrie Adult Learning Centre,320 Bayfield Street,L4M3C1,22.092203475567302,44.401588399999994,-79.7009735,13,499,335,21826.0
11026,Barrie Career Centre,320 Bayfield Street,L4M3C1,15.1776906919055,44.401588399999994,-79.7009735,13,499,335,7961.0
11027,Barrie Central CI,125 Dunlop Street W.,L4N1A9,24.18774765789589,44.386982,-79.695015,13,499,335,175224.0
11028,Barrie North Alternative School,130 Bell Farm Road,L4M5E1,28.1326380436495,44.4113693,-79.67637629999999,13,499,335,2510.0
11029,Barrie North Collegiate Institute,110 Grove Street East,L4M2P3,17.635869411540998,44.400219,-79.68875890000002,13,499,335,160865.0
11030,Baxter Central PS,"62 Denney Drive, Baxter",L0L1N0,14.089805900521,44.2450562,-79.8334427,13,782,335,35402.0
11031,Bayview PS,845 Ottawa Street,L4R1C9,23.6805463586346,44.748642,-79.9026642,13,1097,335,49380.0
11032,Bear Creek Secondary School,100 Red Oak Drive,L4N9M5,13.589796756437199,44.330360399999996,-79.7334824,13,499,335,202241.0
11033,Birchview Dunes ES,1315 River Road West,L0L2P0,17.299903851126,44.5127487,-80.0242157,13,472,335,62969.0
11034,Bradford Alternative & Adult Learning Centre,157 Holland St.,L3Z2B7,6.03507474195265,44.11613079999999,-79.55935670000002,13,1128,335,5442.0
11035,Bradford DHS,70 Professor Day Drive,L3Z2A3,14.0452729188139,44.1135826,-79.5802994,13,1128,335,154706.0
11036,Bradford ES,177 Church StreetP.O. Box 434,L3Z2A9,29.1020213542427,44.1182594,-79.5692902,13,1128,335,24635.0
11037,Brechin PS,3226 County Road 47,L0K1B0,13.3385060637363,44.5462723,-79.17970279999999,13,29,335,24584.0
11038,Byng PS,239 William St.,L0M1S0,17.869462130816697,44.4182701,-80.09082790000002,13,643,335,36285.0
11039,Cameron Street PS,575 Cameron Street,L9Y2J4,18.6835212526457,44.487678499999994,-80.21945190000002,13,1221,335,30743.0
11040,Clearview Meadows,12 Locke Ave,L0M1S0,14.365617417286199,44.426162700000006,-80.0958328,13,643,335,33332.0
11041,Codrington PS,217 Codrington Street,L4M1S4,23.578030465738802,44.397178600000004,-79.6747513,13,499,335,29760.0
11042,Coldwater PS,3 John St.,L0K1E0,17.211033318955,44.712490100000004,-79.6399765,13,669,335,35366.0
11043,Collingwood Adult Learning Centre,180 Ontario Street,L9Y1M6,70.7590407340613,44.5005455,-80.2112503,13,1221,335,2728.0
11044,Collingwood Alternative School,20 Balsam Street,L9Y4H7,14.8704989225425,44.503150899999994,-80.2347183,13,1221,335,2519.0
11045,Collingwood Bus Garage,37 Campbell Street,L9Y2K9,12.5788637956539,44.485199,-80.2178421,12,1221,335,8370.0
11046,Collingwood CI,6 Cameron Street,L9Y2J2,26.532485648558804,44.488369,-80.2147827,13,1221,335,174098.0
11047,Connaught PS,300 Peel Street,L9Y3W2,22.879265430999,44.4987106,-80.2054443,13,1221,335,31321.0
11048,Cookstown PS,5570 Highway 27,L0L1L0,19.3257889412788,44.217281299999996,-79.7086639,13,695,335,54637.0
11049,Couchiching Heights PS,455 Laclie Street,L3V4P7,17.559007419470802,44.628082299999996,-79.42273709999998,13,418,335,32651.0
11050,Creemore Annex,35 Caroline St. West,L0M1G0,18.6781468758402,44.3250694,-80.1103287,13,963,335,14367.0
11051,Cumberland Beach & Ardtrea PS Annex,"3797 Telford Line, Severn Twp",L0K1G0,11.040182180482304,44.7021011,-79.39023259999998,13,698,335,17205.0
11052,Cumberland Beach Ardtrea PS,2746 Cumberland Road,L0K1G0,17.2881937084795,44.7021255,-79.390564,13,698,335,21162.0
11053,Cundles Heights PS,60 Cundles Road West,L4M2Z7,17.233393612137,44.4030418,-79.7084656,13,499,335,48612.0
11054,Duntroon Central PS,8974 Hwy 91,L0M1H0,14.9933035854371,44.398483299999995,-80.19207759999998,12,1239,335,15240.0
11055,East Oro PS,744 Line 11 North,L0L1T0,23.652558148793997,44.528778100000004,-79.49496459999997,13,1130,335,24873.0
11056,Eastview SS,421 Grove Street East,L4M2R8,21.445491982895,44.4058189,-79.66325379999998,13,499,335,175606.0
11057,Education Centre & Maintenance Building,1170 Highway 2,L0L1X0,18.3427802337388,44.4718956,-79.7287703,12,373,335,91060.0
11058,Elmvale DHS,25 Lawson St.,L0L1P0,22.8242190074093,44.57987979999999,-79.86509699999998,13,20,335,56630.0
11059,Emma King ES,383 Cundles Road West,L4N7C7,19.6497936799121,44.3965079,-79.73262299999998,13,499,335,50197.0
11060,Ernest Cumberland ES,160 Eighth Avenue,L9R1A5,11.9943156491937,44.1426659,-79.8810043,13,3,335,58467.0
11061,Ferndale Woods ES,170 Ferndale Drive South,L4N6X8,11.0456692451445,44.358638799999994,-79.71584320000002,13,499,335,61896.0
11062,Fieldcrest ES,100 Professor Day Drive,L3Z2A3,20.1617041134765,44.1149499,-79.5804445,13,1128,335,62309.0
11063,Forest Hill PS,16 Doran Road,L0L1X0,20.8027177152044,44.4490585,-79.7401962,13,373,335,41124.0
11064,Fred C. Cook ES,20 Fletcher Street,L3Z1L9,6.6943945713463,44.120388,-79.5673447,13,1128,335,70493.0
11065,Goodfellow PS,827 9th Line Box 751 SS1,L0L2M0,17.2483190621478,44.3127098,-79.61614229999998,13,583,335,59543.0
11066,Guthrie PS,"22 Line 5 South, R. R. #1",L0L2E0,13.449090602272301,44.4655075,-79.5645218,13,845,335,43988.0
11067,Harriett Todd PS,11 George St,L3V2V1,15.1024678666481,44.5985107,-79.43268590000002,13,418,335,63671.0
11068,Hewitt's Creek Public School,41 Sandringham Drive,L4N0J9,12.726847530968401,44.3598099,-79.62168879999999,13,499,335,70760.0
11069,Hillcrest PS,184 Toronto Street,L4N1V5,18.8204561616774,44.3934898,-79.6984787,13,499,335,52721.0
11070,Hillsdale ES,16 Albert St. E.,L0L1V0,18.704648966203198,44.5823511,-79.75958440000002,13,1037,335,23933.0
11071,Holly Meadows,151 Mapleton Ave.,L4N9N7,14.908489932867901,44.34021,-79.7146378,13,499,335,60398.0
11072,Hon. Earl Rowe PS,"2516 Line 12, R R. #2",L3Z2A5,23.127848569110107,44.1749061,-79.582352,13,1128,335,22733.0
11073,Huron Park PS,425 Robert Street,L4R2M2,19.740821981032802,44.74345020000001,-79.8767929,13,1097,335,45897.0
11074,Huronia Centennial ES,28 Simcoe Street,L0L1P0,18.172477920448397,44.5815392,-79.8626633,13,20,335,40978.0
11075,Innisdale SS,95 Little Avenue,L4N2Z4,16.086066624234,44.36132050000001,-79.68573,13,499,335,195502.0
11076,Innisfil Central PS,2075 5th LineR. R. #1,L0L1W0,16.9123616959074,44.2639809,-79.5968628,13,612,335,22551.0
11077,James Keating ES,20 Lorne Avenue,L9M1B2,16.6303749077024,44.7736778,-79.9259567,13,662,335,48721.0
11078,Johnson Street PS,105 Johnson Street,L4M4R4,17.3409068010757,44.3998795,-79.65592190000002,13,499,335,25919.0
11079,Killarney Beach PS,850 20th Sideroad,L0L1W0,19.2881271231397,44.2579926,-79.5638137,13,612,335,33101.0
11080,Lions Oval Public School,25 Brant Street West,L3V7T5,18.2074916277286,44.6124268,-79.4242859,13,418,335,57740.0
11081,Maple Grove PS,242 Grove Street East,L4M2P9,17.4483516364287,44.4056206,-79.6789627,13,499,335,36263.0
11082,Mapleview Heights Elementary School,180 Esther Drive,L4N9S9,13.159305985594196,44.34951020000001,-79.64739229999998,13,499,335,70771.0
11083,Marchmont PS,"1902 Division Road W., R. R. #2",L3V6H2,14.4303537178949,44.626049,-79.500679,13,418,335,35282.0
